,Investor Type,Years Forecasted,Initial Investment,Final Value
7893,conservative_investor,13,1180012,2586572
7894,nervous_investor,20,359586,1304275
7895,moderate_investor,22,1815069,10027856
7896,aggressive_investor,14,1059115,3372997
7897,aggressive_investor,16,1118526,3846886
7898,aggressive_investor,37,1008019,29581562
7899,moderate_investor,30,1156594,11230807
7900,conservative_investor,41,1720691,19784334
7901,conservative_investor,20,1645374,5037232
7902,conservative_investor,29,1893485,10336457
7903,nervous_investor,48,1984241,50834385
7904,nervous_investor,23,1335960,4889286
7905,nervous_investor,44,1767161,25323454
7906,nervous_investor,45,1790539,17544621
7907,conservative_investor,17,805234,2119788
7908,moderate_investor,50,1289270,53429665
7909,conservative_investor,36,850386,7163985
7910,aggressive_investor,27,1957724,17261603
7911,conservative_investor,37,1491787,12875354
7912,aggressive_investor,43,236845,6620311
7913,nervous_investor,40,641194,9175129
7914,conservative_investor,29,1959885,10740466
7915,moderate_investor,19,76025,314434
7916,aggressive_investor,24,1869444,11419174
7917,conservative_investor,49,498638,8064355
7918,conservative_investor,31,380287,2296070
7919,nervous_investor,45,490988,10451965
7920,conservative_investor,29,1806692,9881456
7921,nervous_investor,41,1051900,14328729
7922,nervous_investor,40,1093925,10441076
7923,conservative_investor,22,970890,3468785
7924,conservative_investor,43,598817,7153266
7925,nervous_investor,29,264622,1595942
7926,moderate_investor,46,1142695,40376222
7927,nervous_investor,12,1020994,1773086
7928,nervous_investor,23,558739,2731788
7929,nervous_investor,38,237554,2515865
7930,aggressive_investor,47,783365,30662618
7931,conservative_investor,30,1059817,5887148
7932,aggressive_investor,19,1228055,6155661
7933,conservative_investor,15,1494160,3459231
7934,conservative_investor,44,1945870,25255603
7935,nervous_investor,27,107190,494699
7936,aggressive_investor,21,1051007,4895720
7937,conservative_investor,43,819395,9957979
7938,conservative_investor,36,1238094,9684923
7939,conservative_investor,28,1854370,9351403
7940,aggressive_investor,13,1255195,3110074
7941,nervous_investor,34,1016553,6792811
7942,moderate_investor,16,314855,1013171
7943,aggressive_investor,23,1093334,6101267
7944,aggressive_investor,50,573422,29272721
7945,moderate_investor,44,1543421,41488405
7946,nervous_investor,11,977850,2242213
7947,conservative_investor,46,1715837,25676506
7948,nervous_investor,38,708626,6534197
7949,moderate_investor,46,1237511,42108377
7950,aggressive_investor,40,1038713,27827302
7951,conservative_investor,21,1955719,6611838
7952,conservative_investor,23,728713,2851144
7953,moderate_investor,36,1289403,18431649
7954,moderate_investor,20,1868491,8838253
7955,aggressive_investor,16,552112,1680926
7956,conservative_investor,44,1645852,23190641
7957,conservative_investor,21,158120,551994
7958,conservative_investor,36,1303161,10372531
7959,moderate_investor,43,1103453,28734901
7960,moderate_investor,42,75498,1723411
7961,moderate_investor,14,1410194,4124823
7962,nervous_investor,14,37803,71732
7963,conservative_investor,44,1122634,14091224
7964,nervous_investor,25,131483,494224
7965,nervous_investor,18,327338,972548
7966,moderate_investor,28,1690799,15182066
7967,nervous_investor,36,488461,4281151
7968,conservative_investor,15,926906,2239281
7969,moderate_investor,31,1622628,17033555
7970,nervous_investor,19,1835387,5239131
7971,conservative_investor,31,452306,2847407
7972,nervous_investor,44,1296867,16686387
7973,aggressive_investor,43,650151,16879575
7974,conservative_investor,13,1667083,3573001
7975,nervous_investor,21,1801045,5997449
7976,aggressive_investor,40,1382997,33613811
7977,conservative_investor,50,1469841,25132669
7978,conservative_investor,34,603073,4267541
7979,moderate_investor,36,1830521,27543043
7980,nervous_investor,25,872264,5127505
7981,aggressive_investor,50,641176,32418969
7982,nervous_investor,41,386447,3020371
7983,moderate_investor,27,1339933,10518009
7984,conservative_investor,34,481688,3608996
7985,nervous_investor,11,1049469,1724010
7986,conservative_investor,27,56240,270660
7987,moderate_investor,25,297897,1988251
7988,conservative_investor,26,1329416,5903619
7989,nervous_investor,45,1396020,23625319
7990,moderate_investor,21,1265866,6046117
7991,aggressive_investor,35,962044,15444892
7992,nervous_investor,41,1123703,11577708
7993,aggressive_investor,50,235917,12429057
7994,conservative_investor,27,1821727,9139078
7995,aggressive_investor,28,1737988,17169950
7996,aggressive_investor,27,368576,3274399
7997,moderate_investor,21,1773364,8657590
7998,aggressive_investor,20,890177,4941121
7999,aggressive_investor,48,35902,1574761
8000,aggressive_investor,18,619613,2337384
8001,conservative_investor,12,869508,1765297
8002,moderate_investor,48,915273,36466884
8003,moderate_investor,37,382056,6109352
8004,nervous_investor,19,116577,427518
8005,moderate_investor,35,1377767,19807223
8006,conservative_investor,26,106537,485467
8007,nervous_investor,45,1754186,26523630
8008,nervous_investor,20,254404,1039075
8009,conservative_investor,42,1402380,15829333
8010,moderate_investor,21,576793,2848311
8011,moderate_investor,49,1696556,68543231
8012,conservative_investor,21,116498,388843
8013,aggressive_investor,48,1556303,61891425
8014,moderate_investor,28,1413297,11891068
8015,nervous_investor,29,213320,1204403
8016,aggressive_investor,18,1595724,5906458
8017,nervous_investor,13,1847713,3178537
8018,aggressive_investor,28,1102404,9162569
8019,conservative_investor,35,417639,3083144
8020,moderate_investor,30,1492847,13717294
8021,moderate_investor,49,22023,882782
8022,nervous_investor,31,782151,4344522
8023,conservative_investor,47,549757,8708083
8024,nervous_investor,24,1786328,6104282
8025,nervous_investor,20,762067,2628906
8026,conservative_investor,22,1880000,6694040
8027,nervous_investor,39,145487,1785820
8028,conservative_investor,37,1827678,17031831
8029,conservative_investor,28,420608,1986308
8030,moderate_investor,28,346071,2708004
8031,conservative_investor,40,834013,8754528
8032,conservative_investor,11,682847,1278487
8033,moderate_investor,17,142947,479804
8034,moderate_investor,29,1564125,13541817
8035,nervous_investor,36,110636,787863
8036,conservative_investor,29,457017,2383904
8037,nervous_investor,30,734426,4872579
8038,conservative_investor,14,78556,172926
8039,conservative_investor,36,365468,2940778
8040,aggressive_investor,44,1551336,55931769
8041,nervous_investor,30,1534051,11393194
8042,conservative_investor,33,314953,2115605
8043,aggressive_investor,50,1562036,84341040
8044,nervous_investor,36,189449,1791978
8045,aggressive_investor,32,513453,7920923
8046,aggressive_investor,26,316728,2463142
8047,moderate_investor,46,1351230,38221558
8048,aggressive_investor,14,173228,516604
8049,aggressive_investor,16,1774306,6339152
8050,nervous_investor,37,1918383,23348849
8051,conservative_investor,16,855464,2061376
8052,moderate_investor,25,423777,2862128
8053,moderate_investor,23,106090,574540
8054,conservative_investor,34,1919681,13544180
8055,conservative_investor,38,455646,4016541
8056,aggressive_investor,15,1485066,4192515
8057,moderate_investor,30,769852,7036413
8058,moderate_investor,21,1068268,5350563
8059,conservative_investor,48,901465,13426472
8060,moderate_investor,20,808434,3574025
8061,aggressive_investor,45,804137,23241229
8062,aggressive_investor,14,1502388,4267097
8063,aggressive_investor,43,1127536,31733347
8064,conservative_investor,12,779359,1579164
8065,conservative_investor,49,1246345,20632966
8066,moderate_investor,41,1888880,42436595
8067,nervous_investor,30,1890431,12024725
8068,aggressive_investor,26,1839299,13285418
8069,conservative_investor,47,365659,5163931
8070,moderate_investor,11,867138,1858789
8071,conservative_investor,24,33872,145813
8072,conservative_investor,30,659946,3858330
8073,aggressive_investor,29,1366685,14341358
8074,moderate_investor,20,470764,2032284
8075,aggressive_investor,23,999417,5635596
8076,conservative_investor,10,90412,165664
8077,moderate_investor,39,1134132,22640824
8078,conservative_investor,36,1525196,12361975
8079,aggressive_investor,12,1329722,3295827
8080,moderate_investor,29,951311,8550745
8081,nervous_investor,24,1957242,6778826
8082,conservative_investor,27,917883,4428343
8083,nervous_investor,15,1256588,2898038
8084,aggressive_investor,49,1778032,112801226
8085,conservative_investor,21,1529580,5287083
8086,aggressive_investor,43,767193,19866964
8087,conservative_investor,36,993593,8485924
8088,aggressive_investor,19,1933238,7895702
8089,aggressive_investor,11,1823798,3621152
8090,conservative_investor,13,1714557,3541874
8091,conservative_investor,33,1669749,10649125
8092,aggressive_investor,42,1604044,34159873
8093,conservative_investor,27,633501,2851078
8094,aggressive_investor,14,1087009,2942248
8095,nervous_investor,36,533860,3846954
8096,moderate_investor,15,458207,1466071
8097,aggressive_investor,47,67229,2436383
8098,aggressive_investor,31,12130,134469
8099,aggressive_investor,11,1510182,3142869
8100,aggressive_investor,32,1826286,19788406
8101,moderate_investor,10,345674,780533
8102,aggressive_investor,45,1141938,37128024
8103,nervous_investor,35,1890583,12941711
8104,moderate_investor,23,1879707,10789057
8105,aggressive_investor,19,151543,736346
8106,moderate_investor,31,1367818,14189703
8107,conservative_investor,16,1818874,4406474
8108,moderate_investor,25,1525119,10129533
8109,nervous_investor,13,1160466,2380268
8110,moderate_investor,13,1588604,4446043
8111,nervous_investor,33,1279774,9147244
8112,moderate_investor,33,262622,3120420
8113,conservative_investor,26,21113,93804
8114,moderate_investor,38,1674931,29160101
8115,nervous_investor,34,785319,5137562
8116,moderate_investor,10,166205,331759
8117,moderate_investor,45,324333,10031049
8118,aggressive_investor,24,1053734,6233402
8119,conservative_investor,31,1928379,11170489
8120,nervous_investor,24,560498,1945759
8121,nervous_investor,34,550510,3657536
8122,nervous_investor,38,342911,3546558
8123,moderate_investor,28,776742,6406571
8124,moderate_investor,32,653325,6727391
8125,aggressive_investor,13,441381,1004088
8126,moderate_investor,16,679523,2159194
8127,moderate_investor,41,204538,3943024
8128,moderate_investor,12,1489057,3638355
8129,conservative_investor,40,1526799,15719642
8130,moderate_investor,11,1019785,2410390
8131,conservative_investor,17,1887281,5041331
8132,conservative_investor,43,780861,9252292
8133,conservative_investor,38,1977578,18264370
8134,moderate_investor,20,752752,3490286
8135,moderate_investor,20,433366,1976935
8136,nervous_investor,12,122153,215725
8137,aggressive_investor,50,1254994,65799369
8138,moderate_investor,24,992048,6037049
8139,conservative_investor,31,229719,1362083
8140,nervous_investor,48,1404673,30296426
8141,moderate_investor,38,686751,12006726
8142,conservative_investor,33,1226366,8325634
8143,nervous_investor,21,1511968,4415345
8144,conservative_investor,10,752290,1344344
8145,conservative_investor,48,1783489,28756332
8146,conservative_investor,11,393390,730787
8147,aggressive_investor,38,270773,5079328
8148,moderate_investor,31,490350,4976248
8149,conservative_investor,20,443391,1409145
8150,conservative_investor,31,416130,2540250
8151,moderate_investor,23,317465,1945582
8152,nervous_investor,35,298517,1984542
8153,aggressive_investor,49,122957,6644285
8154,conservative_investor,30,997447,5844288
8155,aggressive_investor,49,1989346,105373938
8156,moderate_investor,49,1599317,61901803
8157,aggressive_investor,34,977879,12257446
8158,moderate_investor,32,1350780,16333866
8159,moderate_investor,29,261311,2282909
8160,conservative_investor,26,58895,268775
8161,conservative_investor,44,1064604,13719740
8162,conservative_investor,44,1244017,16140225
8163,nervous_investor,18,1281779,3853112
8164,conservative_investor,33,981834,6814399
8165,conservative_investor,33,1316271,9226541
8166,nervous_investor,32,469279,2858273
8167,conservative_investor,24,491362,1968094
8168,aggressive_investor,33,311304,3651965
8169,moderate_investor,44,1934998,56219994
8170,aggressive_investor,39,857290,19130877
8171,moderate_investor,21,353097,1802217
8172,nervous_investor,20,612913,1907679
8173,nervous_investor,22,33136,121858
8174,aggressive_investor,49,1822000,94385667
8175,moderate_investor,24,48645,309501
8176,moderate_investor,25,237207,1541209
8177,nervous_investor,39,832959,7655971
8178,aggressive_investor,22,1732313,9758311
8179,moderate_investor,23,118188,710125
8180,nervous_investor,26,1308423,5586861
8181,aggressive_investor,35,531907,7116433
8182,nervous_investor,40,583880,7358670
8183,conservative_investor,27,1469998,7662334
8184,nervous_investor,17,466718,1187981
8185,moderate_investor,32,765009,9551009
8186,aggressive_investor,43,1193451,30896250
8187,conservative_investor,32,879475,5297664
8188,conservative_investor,18,475754,1428458
8189,nervous_investor,46,515364,7704271
8190,nervous_investor,26,481011,2219005
8191,aggressive_investor,47,223857,9187959
8192,conservative_investor,40,884589,9210342
8193,nervous_investor,37,1751570,19843176
8194,aggressive_investor,29,1210252,10594383
8195,moderate_investor,45,140087,3900582
8196,nervous_investor,31,1281262,6070950
8197,aggressive_investor,36,1473381,19046943
8198,conservative_investor,44,1031218,13789743
8199,nervous_investor,23,1499818,6424479
8200,nervous_investor,15,790886,1700373
8201,moderate_investor,47,270388,10393784
8202,nervous_investor,27,221100,1089112
8203,aggressive_investor,27,1914854,16071497
8204,aggressive_investor,33,355527,5067806
8205,nervous_investor,29,1531678,9096335
8206,moderate_investor,37,1940721,32092679
8207,conservative_investor,11,152517,293338
8208,nervous_investor,16,1683552,4652830
8209,moderate_investor,25,30764,197139
8210,moderate_investor,45,710086,21318641
8211,aggressive_investor,33,535401,7634919
8212,moderate_investor,30,1415522,14745538
8213,conservative_investor,48,1619177,26549721
8214,aggressive_investor,11,1549219,3414043
8215,moderate_investor,25,290979,1976392
8216,nervous_investor,11,650913,1074514
8217,conservative_investor,50,1900577,32365598
8218,aggressive_investor,16,1530228,4733435
8219,conservative_investor,25,33237,144793
8220,moderate_investor,35,233205,3430851
8221,aggressive_investor,25,1555074,13926797
8222,conservative_investor,21,1920701,6550725
8223,aggressive_investor,24,1184904,7298354
8224,nervous_investor,21,542640,1664953
8225,aggressive_investor,42,148030,3921648
8226,moderate_investor,10,267946,538553
8227,moderate_investor,45,1776569,52209923
